country_or_area,year,comm_code,commodity,flow,trade_usd,weight_kg,quantity_name,quantity,category
Angola,2011,10519,"Poultry, live except domestic fowls, < 185 grams",Import,32839,1636,Number of items,7408,01_live_animals
Angola,2011,10591,"Fowls, live domestic > 185 grams",Import,70449,1069,No Quantity,,01_live_animals
Angola,2011,10599,"Poultry, live except domestic fowls, > 185 grams",Import,51825,1539,Number of items,7844,01_live_animals
Angola,2011,10600,"Animals, live, except farm animals",Import,213702,51471,No Quantity,,01_live_animals
Angola,2010,10111,"Horses, live pure-bred breeding",Import,90777,20371,No Quantity,,01_live_animals
Angola,2010,10119,"Horses, live except pure-bred breeding",Import,219030,30347,No Quantity,,01_live_animals
Angola,2010,10210,"Bovine animals, live pure-bred breeding",Import,1948782,331843,Number of items,1049,01_live_animals
Angola,2010,10290,"Bovine animals, live, except pure-bred breeding",Import,60547,108332,Number of items,76,01_live_animals
Angola,2010,10310,"Swine, live pure-bred breeding",Import,2406,1506,Number of items,3,01_live_animals
Angola,2010,10391,"Swine, live except pure-bred breeding < 50 kg",Import,18525,373,No Quantity,,01_live_animals
Angola,2010,10410,"Sheep, live",Import,2439,204,Number of items,32,01_live_animals
Angola,2010,10420,"Goats, live",Import,28194,878,Number of items,434,01_live_animals
Angola,2010,10511,"Fowls, live domestic < 185 grams",Import,244307,7235,Number of items,70923,01_live_animals
Angola,2010,10519,"Poultry, live except domestic fowls, < 185 grams",Import,16580,7074,Number of items,3724,01_live_animals
Angola,2010,10591,"Fowls, live domestic > 185 grams",Import,10190,382,No Quantity,,01_live_animals
Angola,2010,10599,"Poultry, live except domestic fowls, > 185 grams",Import,6398,350,No Quantity,,01_live_animals
Angola,2010,10600,"Animals, live, except farm animals",Import,59622,31118,No Quantity,,01_live_animals
Angola,2009,10111,"Horses, live pure-bred breeding",Import,2522706,4396516,No Quantity,,01_live_animals
Angola,2009,10119,"Horses, live except pure-bred breeding",Import,182920,171148,No Quantity,,01_live_animals
Angola,2009,10210,"Bovine animals, live pure-bred breeding",Import,6455180,1573932,Number of items,2597,01_live_animals
Angola,2009,10290,"Bovine animals, live, except pure-bred breeding",Import,1537488,339885716,Number of items,1683,01_live_animals
Angola,2009,10310,"Swine, live pure-bred breeding",Import,308982,12778,Number of items,474,01_live_animals
Angola,2009,10410,"Sheep, live",Import,195634,33343778,Number of items,2363,01_live_animals
Angola,2009,10420,"Goats, live",Import,476855,6043972,No Quantity,,01_live_animals
Angola,2009,10511,"Fowls, live domestic < 185 grams",Import,89815,3919,Number of items,28755,01_live_animals
Angola,2009,10519,"Poultry, live except domestic fowls, < 185 grams",Import,3436,271,No Quantity,,01_live_animals
Angola,2009,10599,"Poultry, live except domestic fowls, > 185 grams",Import,1584,118,Number of items,146,01_live_animals
Angola,2009,10600,"Animals, live, except farm animals",Import,71683,13139,No Quantity,,01_live_animals
Angola,2007,10111,"Horses, live pure-bred breeding",Import,63899,36507,No Quantity,,01_live_animals
Angola,2007,10119,"Horses, live except pure-bred breeding",Import,80689,19435,No Quantity,,01_live_animals
Angola,2007,10210,"Bovine animals, live pure-bred breeding",Import,721153,313199,Number of items,416,01_live_animals
Angola,2007,10290,"Bovine animals, live, except pure-bred breeding",Import,2599708,839580,Number of items,3824,01_live_animals
Angola,2007,10410,"Sheep, live",Import,6755,2910,Number of items,76,01_live_animals
Angola,2007,10420,"Goats, live",Import,62572,16353,Number of items,866,01_live_animals
Angola,2007,10511,"Fowls, live domestic < 185 grams",Import,187213,29551,No Quantity,,01_live_animals
Angola,2007,10519,"Poultry, live except domestic fowls, < 185 grams",Import,2263,113,Number of items,562,01_live_animals
Angola,2007,10591,"Fowls, live domestic > 185 grams",Import,8143,29884,No Quantity,,01_live_animals
Angola,2007,10600,"Animals, live, except farm animals",Import,35276,1150,No Quantity,,01_live_animals
Anguilla,2008,10111,"Horses, live pure-bred breeding",Import,277,16,No Quantity,,01_live_animals
Anguilla,2008,10511,"Fowls, live domestic < 185 grams",Import,2030,250,Number of items,896,01_live_animals
Anguilla,2008,10600,"Animals, live, except farm animals",Export,10056,21,No Quantity,,01_live_animals
Anguilla,2007,10600,"Animals, live, except farm animals",Import,1,732,No Quantity,,01_live_animals
Anguilla,2006,10591,"Fowls, live domestic > 185 grams",Import,2078,82,No Quantity,,01_live_animals
Anguilla,2004,10600,"Animals, live, except farm animals",Import,16431,,No Quantity,,01_live_animals
Anguilla,2003,10511,"Fowls, live domestic < 185 grams",Import,1000,20,Number of items,343,01_live_animals
Anguilla,2003,10591,"Fowls, live domestic > 185 grams",Import,1828,,No Quantity,,01_live_animals
Anguilla,2002,10511,"Fowls, live domestic < 185 grams",Import,1522,34,Number of items,717,01_live_animals
Anguilla,2002,10600,"Animals, live, except farm animals",Import,3148,84,No Quantity,,01_live_animals
Anguilla,2001,10591,"Fowls, live domestic > 185 grams",Import,2214,,No Quantity,,01_live_animals
Antigua and Barbuda,2016,10420,"Goats, live",Import,3019,347,No Quantity,,01_live_animals
Antigua and Barbuda,2016,10511,"Fowls, live domestic < 185 grams",Import,23527,959,No Quantity,,01_live_animals
Antigua and Barbuda,2016,10511,"Fowls, live domestic < 185 grams",Re-Export,2081,115,Number of items,870,01_live_animals
Antigua and Barbuda,2016,10511,"Fowls, live domestic < 185 grams",Export,2081,115,Number of items,870,01_live_animals
Antigua and Barbuda,2016,10519,"Poultry, live except domestic fowls, < 185 grams",Re-Export,2840,170,No Quantity,,01_live_animals
Antigua and Barbuda,2016,10519,"Poultry, live except domestic fowls, < 185 grams",Export,2840,170,No Quantity,,01_live_animals
Antigua and Barbuda,2016,10519,"Poultry, live except domestic fowls, < 185 grams",Import,412,10,Number of items,196,01_live_animals
Antigua and Barbuda,2016,10599,"Poultry, live except domestic fowls, > 185 grams",Re-Export,3162,364,Number of items,216,01_live_animals
Antigua and Barbuda,2016,10599,"Poultry, live except domestic fowls, > 185 grams",Export,4310,1684,Number of items,294,01_live_animals
Antigua and Barbuda,2016,10599,"Poultry, live except domestic fowls, > 185 grams",Import,10025,285,Number of items,997,01_live_animals
Antigua and Barbuda,2016,10600,"Animals, live, except farm animals",Re-Export,2268,112,No Quantity,,01_live_animals
Antigua and Barbuda,2016,10600,"Animals, live, except farm animals",Export,2453,135,No Quantity,,01_live_animals
Antigua and Barbuda,2016,10600,"Animals, live, except farm animals",Import,4910,589,No Quantity,,01_live_animals
Antigua and Barbuda,2015,10392,"Swine, live except pure-bred breeding > 50 kg",Export,556,90,Number of items,3,01_live_animals
Antigua and Barbuda,2015,10511,"Fowls, live domestic < 185 grams",Import,55822,2435,Number of items,16814,01_live_animals
Antigua and Barbuda,2015,10511,"Fowls, live domestic < 185 grams",Export,1263,40,Number of items,405,01_live_animals
Antigua and Barbuda,2015,10511,"Fowls, live domestic < 185 grams",Re-Export,1263,40,Number of items,405,01_live_animals
Antigua and Barbuda,2015,10519,"Poultry, live except domestic fowls, < 185 grams",Import,10208,450,No Quantity,,01_live_animals
Antigua and Barbuda,2015,10519,"Poultry, live except domestic fowls, < 185 grams",Export,8476,300,No Quantity,,01_live_animals
Antigua and Barbuda,2015,10519,"Poultry, live except domestic fowls, < 185 grams",Re-Export,8476,300,No Quantity,,01_live_animals
Antigua and Barbuda,2015,10599,"Poultry, live except domestic fowls, > 185 grams",Import,21544,638,Number of items,2927,01_live_animals
Antigua and Barbuda,2015,10599,"Poultry, live except domestic fowls, > 185 grams",Export,711,420,Number of items,62,01_live_animals
Antigua and Barbuda,2015,10599,"Poultry, live except domestic fowls, > 185 grams",Re-Export,489,270,Number of items,43,01_live_animals
Antigua and Barbuda,2015,10600,"Animals, live, except farm animals",Import,11797,1281,No Quantity,,01_live_animals
Antigua and Barbuda,2015,10600,"Animals, live, except farm animals",Export,1296,213,No Quantity,,01_live_animals
Antigua and Barbuda,2015,10600,"Animals, live, except farm animals",Re-Export,1074,168,No Quantity,,01_live_animals
Antigua and Barbuda,2014,10119,"Horses, live except pure-bred breeding",Re-Export,13889,2500,No Quantity,,01_live_animals
Antigua and Barbuda,2014,10119,"Horses, live except pure-bred breeding",Export,13889,2500,No Quantity,,01_live_animals
Antigua and Barbuda,2014,10119,"Horses, live except pure-bred breeding",Import,23581,5939,No Quantity,,01_live_animals
Antigua and Barbuda,2014,10410,"Sheep, live",Export,333,35,Number of items,3,01_live_animals
Antigua and Barbuda,2014,10420,"Goats, live",Export,148,15,Number of items,2,01_live_animals
Antigua and Barbuda,2014,10511,"Fowls, live domestic < 185 grams",Import,23315,832,Number of items,15450,01_live_animals
Antigua and Barbuda,2014,10519,"Poultry, live except domestic fowls, < 185 grams",Re-Export,5337,210,Number of items,4600,01_live_animals
Antigua and Barbuda,2014,10519,"Poultry, live except domestic fowls, < 185 grams",Export,5337,210,Number of items,4600,01_live_animals
Antigua and Barbuda,2014,10519,"Poultry, live except domestic fowls, < 185 grams",Import,6365,227,Number of items,3700,01_live_animals
Antigua and Barbuda,2014,10591,"Fowls, live domestic > 185 grams",Re-Export,121,72,No Quantity,,01_live_animals
Antigua and Barbuda,2014,10591,"Fowls, live domestic > 185 grams",Export,121,72,No Quantity,,01_live_animals
Antigua and Barbuda,2014,10599,"Poultry, live except domestic fowls, > 185 grams",Import,18907,660,Number of items,12200,01_live_animals
Antigua and Barbuda,2014,10599,"Poultry, live except domestic fowls, > 185 grams",Export,185,8,Number of items,2,01_live_animals
Antigua and Barbuda,2014,10600,"Animals, live, except farm animals",Re-Export,1508,296,No Quantity,,01_live_animals
Antigua and Barbuda,2014,10600,"Animals, live, except farm animals",Export,2063,320,No Quantity,,01_live_animals
Antigua and Barbuda,2014,10600,"Animals, live, except farm animals",Import,4163,614,No Quantity,,01_live_animals
Antigua and Barbuda,2013,10119,"Horses, live except pure-bred breeding",Import,4175,589,No Quantity,,01_live_animals
Antigua and Barbuda,2013,10511,"Fowls, live domestic < 185 grams",Re-Export,2051,105,Number of items,2100,01_live_animals
Antigua and Barbuda,2013,10511,"Fowls, live domestic < 185 grams",Export,2532,135,Number of items,2500,01_live_animals
Antigua and Barbuda,2013,10511,"Fowls, live domestic < 185 grams",Import,28128,1007,Number of items,18010,01_live_animals
Antigua and Barbuda,2013,10519,"Poultry, live except domestic fowls, < 185 grams",Re-Export,6883,292,Number of items,5704,01_live_animals
Antigua and Barbuda,2013,10519,"Poultry, live except domestic fowls, < 185 grams",Export,6883,292,Number of items,5704,01_live_animals
Antigua and Barbuda,2013,10519,"Poultry, live except domestic fowls, < 185 grams",Import,13616,621,Number of items,9525,01_live_animals
Antigua and Barbuda,2013,10591,"Fowls, live domestic > 185 grams",Import,1148,47,No Quantity,,01_live_animals
Antigua and Barbuda,2013,10599,"Poultry, live except domestic fowls, > 185 grams",Re-Export,368,5,Number of items,100,01_live_animals
Antigua and Barbuda,2013,10599,"Poultry, live except domestic fowls, > 185 grams",Export,368,5,Number of items,100,01_live_animals
Antigua and Barbuda,2013,10599,"Poultry, live except domestic fowls, > 185 grams",Import,30857,837,Number of items,16460,01_live_animals
Antigua and Barbuda,2013,10600,"Animals, live, except farm animals",Re-Export,2574,282,No Quantity,,01_live_animals
Antigua and Barbuda,2013,10600,"Animals, live, except farm animals",Export,2730,291,No Quantity,,01_live_animals
Antigua and Barbuda,2013,10600,"Animals, live, except farm animals",Import,5553,744,No Quantity,,01_live_animals
Antigua and Barbuda,2012,10119,"Horses, live except pure-bred breeding",Import,19003,3500,Number of items,7,01_live_animals
Antigua and Barbuda,2012,10511,"Fowls, live domestic < 185 grams",Re-Export,963,54,Number of items,800,01_live_animals
Antigua and Barbuda,2012,10511,"Fowls, live domestic < 185 grams",Export,1225,129,Number of items,2300,01_live_animals
Antigua and Barbuda,2012,10511,"Fowls, live domestic < 185 grams",Import,23280,1097,Number of items,17107,01_live_animals
Antigua and Barbuda,2012,10519,"Poultry, live except domestic fowls, < 185 grams",Re-Export,2301,145,Number of items,2900,01_live_animals
Antigua and Barbuda,2012,10519,"Poultry, live except domestic fowls, < 185 grams",Export,2301,145,Number of items,2900,01_live_animals
Antigua and Barbuda,2012,10519,"Poultry, live except domestic fowls, < 185 grams",Import,7653,345,Number of items,6900,01_live_animals
Antigua and Barbuda,2012,10591,"Fowls, live domestic > 185 grams",Import,10715,831,Number of items,8000,01_live_animals
Antigua and Barbuda,2012,10599,"Poultry, live except domestic fowls, > 185 grams",Re-Export,356,60,Number of items,500,01_live_animals
Antigua and Barbuda,2012,10599,"Poultry, live except domestic fowls, > 185 grams",Export,356,60,Number of items,500,01_live_animals
Antigua and Barbuda,2012,10599,"Poultry, live except domestic fowls, > 185 grams",Import,40910,1897,Number of items,25300,01_live_animals
Antigua and Barbuda,2012,10600,"Animals, live, except farm animals",Re-Export,2693,519,Number of items,17,01_live_animals
Antigua and Barbuda,2012,10600,"Animals, live, except farm animals",Export,2693,519,Number of items,17,01_live_animals
Antigua and Barbuda,2012,10600,"Animals, live, except farm animals",Import,12976,1201,Number of items,62,01_live_animals
Antigua and Barbuda,2011,10420,"Goats, live",Re-Export,6237,988,Number of items,13,01_live_animals
Antigua and Barbuda,2011,10420,"Goats, live",Export,6237,988,Number of items,13,01_live_animals
Antigua and Barbuda,2011,10420,"Goats, live",Import,5460,188,Number of items,6,01_live_animals
Antigua and Barbuda,2011,10511,"Fowls, live domestic < 185 grams",Re-Export,1832,214,Number of items,1800,01_live_animals
Antigua and Barbuda,2011,10511,"Fowls, live domestic < 185 grams",Export,1832,214,Number of items,1800,01_live_animals
Antigua and Barbuda,2011,10511,"Fowls, live domestic < 185 grams",Import,14409,636,Number of items,19000,01_live_animals
Antigua and Barbuda,2011,10519,"Poultry, live except domestic fowls, < 185 grams",Re-Export,5778,236,Number of items,2864,01_live_animals
Antigua and Barbuda,2011,10519,"Poultry, live except domestic fowls, < 185 grams",Export,5778,236,Number of items,2864,01_live_animals
Antigua and Barbuda,2011,10519,"Poultry, live except domestic fowls, < 185 grams",Import,24073,1078,Number of items,19382,01_live_animals
Antigua and Barbuda,2011,10591,"Fowls, live domestic > 185 grams",Import,3788,457,Number of items,3850,01_live_animals
Antigua and Barbuda,2011,10599,"Poultry, live except domestic fowls, > 185 grams",Re-Export,1443,166,Number of items,1200,01_live_animals
Antigua and Barbuda,2011,10599,"Poultry, live except domestic fowls, > 185 grams",Export,1443,166,Number of items,1200,01_live_animals
Antigua and Barbuda,2011,10599,"Poultry, live except domestic fowls, > 185 grams",Import,29177,594,Number of items,14900,01_live_animals
Antigua and Barbuda,2011,10600,"Animals, live, except farm animals",Re-Export,11088,417,Number of items,16,01_live_animals
Antigua and Barbuda,2011,10600,"Animals, live, except farm animals",Export,11088,417,Number of items,16,01_live_animals
Antigua and Barbuda,2011,10600,"Animals, live, except farm animals",Import,12552,1055,Number of items,69,01_live_animals
Antigua and Barbuda,2010,10119,"Horses, live except pure-bred breeding",Re-Export,238518,22147,Number of items,17,01_live_animals
Antigua and Barbuda,2010,10119,"Horses, live except pure-bred breeding",Export,238518,22147,Number of items,17,01_live_animals
Antigua and Barbuda,2010,10511,"Fowls, live domestic < 185 grams",Import,2144,86,Number of items,1850,01_live_animals
Antigua and Barbuda,2010,10591,"Fowls, live domestic > 185 grams",Import,14677,526,Number of items,10250,01_live_animals
Antigua and Barbuda,2010,10599,"Poultry, live except domestic fowls, > 185 grams",Import,23920,734,Number of items,23502,01_live_animals
Antigua and Barbuda,2010,10600,"Animals, live, except farm animals",Re-Export,3002,347,Number of items,15,01_live_animals
Antigua and Barbuda,2010,10600,"Animals, live, except farm animals",Export,3002,347,Number of items,15,01_live_animals
Antigua and Barbuda,2010,10600,"Animals, live, except farm animals",Import,11853,1108,Number of items,170,01_live_animals
Antigua and Barbuda,2009,10119,"Horses, live except pure-bred breeding",Re-Export,22222,6000,Number of items,5,01_live_animals
Antigua and Barbuda,2009,10119,"Horses, live except pure-bred breeding",Export,22222,6000,Number of items,5,01_live_animals
Antigua and Barbuda,2009,10119,"Horses, live except pure-bred breeding",Import,36605,9364,Number of items,7,01_live_animals
Antigua and Barbuda,2009,10410,"Sheep, live",Import,2021,150,Number of items,2,01_live_animals
Antigua and Barbuda,2009,10420,"Goats, live",Re-Export,1111,32,Number of items,2,01_live_animals
Antigua and Barbuda,2009,10420,"Goats, live",Export,1111,32,Number of items,2,01_live_animals
Antigua and Barbuda,2009,10511,"Fowls, live domestic < 185 grams",Import,5640,162,Number of items,2739,01_live_animals
Antigua and Barbuda,2009,10519,"Poultry, live except domestic fowls, < 185 grams",Import,303,13,Number of items,75,01_live_animals
Antigua and Barbuda,2009,10591,"Fowls, live domestic > 185 grams",Import,96776,3085,Number of items,60482,01_live_animals
Antigua and Barbuda,2009,10599,"Poultry, live except domestic fowls, > 185 grams",Import,11107,411,Number of items,7520,01_live_animals
Antigua and Barbuda,2009,10600,"Animals, live, except farm animals",Re-Export,8690,6805,Number of items,30,01_live_animals
Antigua and Barbuda,2009,10600,"Animals, live, except farm animals",Export,8690,6805,Number of items,30,01_live_animals
Antigua and Barbuda,2009,10600,"Animals, live, except farm animals",Import,19309,1670,Number of items,58,01_live_animals
Antigua and Barbuda,2007,10111,"Horses, live pure-bred breeding",Import,4334,48795,No Quantity,,01_live_animals
Antigua and Barbuda,2007,10119,"Horses, live except pure-bred breeding",Import,4287,681,No Quantity,,01_live_animals
Antigua and Barbuda,2007,10511,"Fowls, live domestic < 185 grams",Import,40985,1429,No Quantity,,01_live_animals
Antigua and Barbuda,2007,10511,"Fowls, live domestic < 185 grams",Export,3042,99,Number of items,1137,01_live_animals
Antigua and Barbuda,2007,10511,"Fowls, live domestic < 185 grams",Re-Export,368,9,Number of items,137,01_live_animals
Antigua and Barbuda,2007,10519,"Poultry, live except domestic fowls, < 185 grams",Import,735,30,Number of items,183,01_live_animals
Antigua and Barbuda,2007,10591,"Fowls, live domestic > 185 grams",Import,7599,336,No Quantity,,01_live_animals
Antigua and Barbuda,2007,10591,"Fowls, live domestic > 185 grams",Export,2471,109,Number of items,1158,01_live_animals
Antigua and Barbuda,2007,10591,"Fowls, live domestic > 185 grams",Re-Export,471,21,Number of items,221,01_live_animals
Antigua and Barbuda,2007,10599,"Poultry, live except domestic fowls, > 185 grams",Import,22633,999,Number of items,3443,01_live_animals
Antigua and Barbuda,2007,10600,"Animals, live, except farm animals",Import,33294,3713,No Quantity,,01_live_animals
Antigua and Barbuda,2007,10600,"Animals, live, except farm animals",Export,13822,746,No Quantity,,01_live_animals
Antigua and Barbuda,2006,10111,"Horses, live pure-bred breeding",Import,4639,1080,No Quantity,,01_live_animals
Antigua and Barbuda,2006,10511,"Fowls, live domestic < 185 grams",Import,41471,1369,Number of items,15480,01_live_animals
Antigua and Barbuda,2006,10519,"Poultry, live except domestic fowls, < 185 grams",Import,2679,105,No Quantity,,01_live_animals
Antigua and Barbuda,2006,10591,"Fowls, live domestic > 185 grams",Import,6819,11440,No Quantity,,01_live_animals
Antigua and Barbuda,2006,10599,"Poultry, live except domestic fowls, > 185 grams",Import,19556,748,No Quantity,,01_live_animals
Antigua and Barbuda,2006,10600,"Animals, live, except farm animals",Import,9174,959,No Quantity,,01_live_animals
Antigua and Barbuda,2005,10111,"Horses, live pure-bred breeding",Import,113,17,No Quantity,,01_live_animals
Antigua and Barbuda,2005,10119,"Horses, live except pure-bred breeding",Import,14941,4090,Number of items,1,01_live_animals
Antigua and Barbuda,2005,10119,"Horses, live except pure-bred breeding",Export,36548,7900,Number of items,6,01_live_animals
Antigua and Barbuda,2005,10210,"Bovine animals, live pure-bred breeding",Import,889,250,No Quantity,,01_live_animals
Antigua and Barbuda,2005,10391,"Swine, live except pure-bred breeding < 50 kg",Import,1778,490,No Quantity,,01_live_animals
Antigua and Barbuda,2005,10410,"Sheep, live",Import,2826,109,No Quantity,,01_live_animals
Antigua and Barbuda,2005,10420,"Goats, live",Import,170,120,No Quantity,,01_live_animals
Antigua and Barbuda,2005,10511,"Fowls, live domestic < 185 grams",Import,16389,1640,Number of items,6117,01_live_animals
Antigua and Barbuda,2005,10519,"Poultry, live except domestic fowls, < 185 grams",Import,43913,1304,No Quantity,,01_live_animals
Antigua and Barbuda,2005,10591,"Fowls, live domestic > 185 grams",Import,240,11,No Quantity,,01_live_animals
Antigua and Barbuda,2005,10591,"Fowls, live domestic > 185 grams",Export,2671,123,No Quantity,,01_live_animals
Antigua and Barbuda,2005,10591,"Fowls, live domestic > 185 grams",Re-Export,877,2,No Quantity,,01_live_animals
Antigua and Barbuda,2005,10599,"Poultry, live except domestic fowls, > 185 grams",Import,36029,1096,No Quantity,,01_live_animals
Antigua and Barbuda,2005,10599,"Poultry, live except domestic fowls, > 185 grams",Export,780,39,No Quantity,,01_live_animals
Antigua and Barbuda,2005,10599,"Poultry, live except domestic fowls, > 185 grams",Re-Export,550,24,No Quantity,,01_live_animals
Antigua and Barbuda,2005,10600,"Animals, live, except farm animals",Import,8156,991,No Quantity,,01_live_animals
Antigua and Barbuda,2005,10600,"Animals, live, except farm animals",Export,1356,312,No Quantity,,01_live_animals
Antigua and Barbuda,2005,10600,"Animals, live, except farm animals",Re-Export,815,244,No Quantity,,01_live_animals
Antigua and Barbuda,2000,10111,"Horses, live pure-bred breeding",Export,111,663,Number of items,0,01_live_animals
Antigua and Barbuda,2000,10119,"Horses, live except pure-bred breeding",Export,25926,14300,No Quantity,,01_live_animals
Antigua and Barbuda,2000,10119,"Horses, live except pure-bred breeding",Re-Export,25926,14300,No Quantity,,01_live_animals
Antigua and Barbuda,2000,10410,"Sheep, live",Export,556,136,No Quantity,,01_live_animals
Antigua and Barbuda,2000,10420,"Goats, live",Import,2236,15,No Quantity,,01_live_animals
Antigua and Barbuda,2000,10511,"Fowls, live domestic < 185 grams",Import,15764,3677,Number of items,6277,01_live_animals
Antigua and Barbuda,2000,10511,"Fowls, live domestic < 185 grams",Export,1709,70,Number of items,639,01_live_animals
Antigua and Barbuda,2000,10511,"Fowls, live domestic < 185 grams",Re-Export,1709,70,Number of items,639,01_live_animals
Antigua and Barbuda,2000,10519,"Poultry, live except domestic fowls, < 185 grams",Import,8239,417,No Quantity,,01_live_animals
Antigua and Barbuda,2000,10591,"Fowls, live domestic > 185 grams",Import,8930,556,No Quantity,,01_live_animals
Antigua and Barbuda,2000,10599,"Poultry, live except domestic fowls, > 185 grams",Import,10844,659,No Quantity,,01_live_animals
Antigua and Barbuda,2000,10599,"Poultry, live except domestic fowls, > 185 grams",Export,35,2,No Quantity,,01_live_animals
Antigua and Barbuda,2000,10599,"Poultry, live except domestic fowls, > 185 grams",Re-Export,35,2,No Quantity,,01_live_animals
Antigua and Barbuda,2000,10600,"Animals, live, except farm animals",Import,10395,804,No Quantity,,01_live_animals
Antigua and Barbuda,2000,10600,"Animals, live, except farm animals",Export,7421,504,No Quantity,,01_live_animals
Antigua and Barbuda,2000,10600,"Animals, live, except farm animals",Re-Export,4944,263,No Quantity,,01_live_animals
Antigua and Barbuda,1999,10111,"Horses, live pure-bred breeding",Export,42592,2812,Weight in kilograms,2812,01_live_animals
Antigua and Barbuda,1999,10111,"Horses, live pure-bred breeding",Re-Export,42592,2812,Weight in kilograms,2812,01_live_animals
Antigua and Barbuda,1999,10119,"Horses, live except pure-bred breeding",Import,17495,7187,Weight in kilograms,7187,01_live_animals
Antigua and Barbuda,1999,10119,"Horses, live except pure-bred breeding",Export,1851,457,Weight in kilograms,457,01_live_animals
Antigua and Barbuda,1999,10119,"Horses, live except pure-bred breeding",Re-Export,1851,457,Weight in kilograms,457,01_live_animals
Antigua and Barbuda,1999,10120,"Asses, mules and hinnies, live",Export,55,2,Weight in kilograms,2,01_live_animals
Antigua and Barbuda,1999,10310,"Swine, live pure-bred breeding",Import,5509,22,Weight in kilograms,22,01_live_animals
Antigua and Barbuda,1999,10410,"Sheep, live",Export,370,78,Weight in kilograms,78,01_live_animals
Antigua and Barbuda,1999,10410,"Sheep, live",Re-Export,370,78,Weight in kilograms,78,01_live_animals
Antigua and Barbuda,1999,10420,"Goats, live",Import,74,24,Weight in kilograms,24,01_live_animals
Antigua and Barbuda,1999,10420,"Goats, live",Export,2184,370,Weight in kilograms,370,01_live_animals
Antigua and Barbuda,1999,10420,"Goats, live",Re-Export,2184,370,Weight in kilograms,370,01_live_animals
Antigua and Barbuda,1999,10511,"Fowls, live domestic < 185 grams",Import,99368,24994,Weight in kilograms,24994,01_live_animals
Antigua and Barbuda,1999,10511,"Fowls, live domestic < 185 grams",Export,319,14,Weight in kilograms,14,01_live_animals
Antigua and Barbuda,1999,10511,"Fowls, live domestic < 185 grams",Re-Export,319,14,Weight in kilograms,14,01_live_animals
Antigua and Barbuda,1999,10519,"Poultry, live except domestic fowls, < 185 grams",Import,72077,19342,Weight in kilograms,19342,01_live_animals
Antigua and Barbuda,1999,10591,"Fowls, live domestic > 185 grams",Import,441,24,Weight in kilograms,24,01_live_animals
Antigua and Barbuda,1999,10599,"Poultry, live except domestic fowls, > 185 grams",Import,10849,382,Weight in kilograms,382,01_live_animals
Antigua and Barbuda,1999,10600,"Animals, live, except farm animals",Import,11626,742,Weight in kilograms,742,01_live_animals
Antigua and Barbuda,1999,10600,"Animals, live, except farm animals",Export,3756,248,Weight in kilograms,248,01_live_animals
Antigua and Barbuda,1999,10600,"Animals, live, except farm animals",Re-Export,1091,91,Weight in kilograms,91,01_live_animals
Argentina,2016,10111,"Horses, live pure-bred breeding",Import,2443784,81920,Number of items,166,01_live_animals
Argentina,2016,10111,"Horses, live pure-bred breeding",Export,3495044,83350,Number of items,176,01_live_animals
Argentina,2016,10111,"Horses, live pure-bred breeding",Re-Import,303439,9950,Number of items,20,01_live_animals
Argentina,2016,10119,"Horses, live except pure-bred breeding",Import,2633901,79120,Number of items,166,01_live_animals
Argentina,2016,10119,"Horses, live except pure-bred breeding",Export,27705416,956830,Number of items,2174,01_live_animals
Argentina,2016,10119,"Horses, live except pure-bred breeding",Re-Import,316781,10300,Number of items,21,01_live_animals
Argentina,2016,10210,"Bovine animals, live pure-bred breeding",Import,23331,8660,Number of items,17,01_live_animals
Argentina,2016,10210,"Bovine animals, live pure-bred breeding",Export,864094,156595,Number of items,374,01_live_animals
Argentina,2016,10290,"Bovine animals, live, except pure-bred breeding",Export,6512,500,Number of items,1,01_live_animals
Argentina,2016,10310,"Swine, live pure-bred breeding",Import,1218427,52400,Number of items,737,01_live_animals
Argentina,2016,10392,"Swine, live except pure-bred breeding > 50 kg",Import,1144186,96575,Number of items,797,01_live_animals
Argentina,2016,10392,"Swine, live except pure-bred breeding > 50 kg",Export,23130,803,Number of items,8,01_live_animals
Argentina,2016,10410,"Sheep, live",Import,394693,5590,Number of items,51,01_live_animals
Argentina,2016,10410,"Sheep, live",Export,26345,2547,Number of items,25,01_live_animals
Argentina,2016,10420,"Goats, live",Export,3050,155,Number of items,3,01_live_animals
Argentina,2016,10511,"Fowls, live domestic < 185 grams",Import,15466167,35058,Number of items,806862,01_live_animals
Argentina,2016,10511,"Fowls, live domestic < 185 grams",Export,740360,6640,Number of items,126920,01_live_animals
Argentina,2016,10600,"Animals, live, except farm animals",Import,181826,764,Number of items,2628,01_live_animals
Argentina,2016,10600,"Animals, live, except farm animals",Export,862576,14826,Number of items,139986,01_live_animals
Argentina,2015,10111,"Horses, live pure-bred breeding",Re-Import,34361,1500,Number of items,3,01_live_animals
Argentina,2015,10111,"Horses, live pure-bred breeding",Export,1492760,99450,Number of items,220,01_live_animals
Argentina,2015,10111,"Horses, live pure-bred breeding",Import,1479726,31820,Number of items,67,01_live_animals
Argentina,2015,10119,"Horses, live except pure-bred breeding",Re-Import,17170,500,Number of items,1,01_live_animals
Argentina,2015,10119,"Horses, live except pure-bred breeding",Export,15062198,970400,Number of items,2196,01_live_animals
Argentina,2015,10119,"Horses, live except pure-bred breeding",Import,581639,35970,Number of items,77,01_live_animals
